video,label,frame,verdict,score
test/real_video/18.mp4,real,229,real,0.9163
test/real_video/18.mp4,real,250,real,0.9997
test/real_video/18.mp4,real,271,real,0.9968
test/real_video/18.mp4,real,292,spoof,0.7608
test/real_video/18.mp4,real,313,real,0.9713
test/real_video/18.mp4,real,334,real,0.9597
test/real_video/18.mp4,real,355,real,0.9931
test/real_video/18.mp4,real,376,real,0.9892
test/real_video/18.mp4,real,397,real,0.9985
test/real_video/19.mp4,real,0,real,0.9948
test/real_video/19.mp4,real,12,real,0.9933
test/real_video/19.mp4,real,24,real,0.9921
test/real_video/19.mp4,real,36,real,0.9947
test/real_video/19.mp4,real,48,real,0.9967
test/real_video/19.mp4,real,60,real,0.8557
test/real_video/19.mp4,real,72,real,0.9319
test/real_video/19.mp4,real,84,real,0.8879
test/real_video/19.mp4,real,96,real,0.9989
test/real_video/19.mp4,real,108,real,0.9984
test/real_video/19.mp4,real,120,real,0.9993
test/real_video/19.mp4,real,132,real,0.9994
test/real_video/19.mp4,real,144,real,0.9979
test/real_video/19.mp4,real,156,real,0.9986
test/real_video/19.mp4,real,168,real,0.9995
test/real_video/19.mp4,real,180,real,0.9975
test/real_video/19.mp4,real,192,real,0.9923
test/real_video/19.mp4,real,204,real,0.9964
test/real_video/19.mp4,real,216,real,0.9971
test/real_video/19.mp4,real,229,real,0.997
test/real_video/2.mp4,real,0,real,0.9791
test/real_video/2.mp4,real,15,real,0.9755
test/real_video/2.mp4,real,30,real,0.9759
test/real_video/2.mp4,real,45,real,0.9654
test/real_video/2.mp4,real,60,real,0.98
test/real_video/2.mp4,real,76,real,0.9514
test/real_video/2.mp4,real,91,real,0.8837
test/real_video/2.mp4,real,106,real,0.9113
test/real_video/2.mp4,real,121,real,0.9868
test/real_video/2.mp4,real,136,real,0.9817
test/real_video/2.mp4,real,152,real,0.9946
test/real_video/2.mp4,real,167,real,0.9948
test/real_video/2.mp4,real,182,real,0.981
test/real_video/2.mp4,real,197,real,0.9946
test/real_video/2.mp4,real,212,real,0.9877
test/real_video/2.mp4,real,228,real,0.9934
test/real_video/2.mp4,real,243,real,0.9576
test/real_video/2.mp4,real,258,real,0.9733
test/real_video/2.mp4,real,273,real,0.9803
test/real_video/2.mp4,real,289,real,0.9957
test/real_video/20.mp4,real,0,real,1.0
test/real_video/20.mp4,real,12,real,0.9999
test/real_video/20.mp4,real,24,real,0.9999
test/real_video/20.mp4,real,36,real,1.0
test/real_video/20.mp4,real,49,real,0.9999
test/real_video/20.mp4,real,61,real,1.0
test/real_video/20.mp4,real,73,real,0.9999
test/real_video/20.mp4,real,85,real,0.9999
test/real_video/20.mp4,real,98,real,0.9999
test/real_video/20.mp4,real,110,real,1.0
test/real_video/20.mp4,real,122,real,1.0
test/real_video/20.mp4,real,134,real,0.9999
test/real_video/20.mp4,real,147,real,1.0
test/real_video/20.mp4,real,159,real,1.0
test/real_video/20.mp4,real,171,real,0.9999
test/real_video/20.mp4,real,183,real,1.0
test/real_video/20.mp4,real,196,real,0.9999
test/real_video/20.mp4,real,208,real,1.0
test/real_video/20.mp4,real,220,real,1.0
test/real_video/20.mp4,real,233,real,0.9998
test/real_video/21.mp4,real,0,real,0.9888
test/real_video/21.mp4,real,19,real,0.9911
test/real_video/21.mp4,real,38,real,0.9648
test/real_video/21.mp4,real,58,spoof,0.8402
test/real_video/21.mp4,real,77,real,0.8704
test/real_video/21.mp4,real,97,real,0.9954
test/real_video/21.mp4,real,116,real,0.9161
test/real_video/21.mp4,real,136,real,0.9887
test/real_video/21.mp4,real,155,real,0.9935
test/real_video/21.mp4,real,175,real,0.9618
test/real_video/21.mp4,real,194,real,0.9848
test/real_video/21.mp4,real,214,real,0.9958
test/real_video/21.mp4,real,233,real,0.97
test/real_video/21.mp4,real,253,real,0.9639
test/real_video/21.mp4,real,272,real,0.9661
test/real_video/21.mp4,real,292,real,0.986
test/real_video/21.mp4,real,311,real,0.9935
test/real_video/21.mp4,real,331,real,0.9669
test/real_video/21.mp4,real,350,real,0.9892
test/real_video/21.mp4,real,370,real,0.9969
test/real_video/22.mp4,real,0,real,0.9997
test/real_video/22.mp4,real,8,real,0.9997
test/real_video/22.mp4,real,16,real,0.9998
test/real_video/22.mp4,real,24,real,0.9996
test/real_video/22.mp4,real,32,real,0.9987
test/real_video/22.mp4,real,40,real,0.9996
test/real_video/22.mp4,real,48,real,0.9998
test/real_video/22.mp4,real,56,real,0.9931
test/real_video/22.mp4,real,64,real,0.9999
test/real_video/22.mp4,real,72,real,1.0
test/real_video/22.mp4,real,81,real,1.0
test/real_video/22.mp4,real,89,real,0.9997
test/real_video/22.mp4,real,97,real,0.9997
test/real_video/22.mp4,real,105,real,0.9998
test/real_video/22.mp4,real,113,real,0.9994
test/real_video/22.mp4,real,121,real,0.9997
test/real_video/22.mp4,real,129,real,0.9998
test/real_video/22.mp4,real,137,real,0.9999
test/real_video/22.mp4,real,145,real,0.9999
test/real_video/22.mp4,real,154,real,0.9999
test/real_video/23.mp4,real,0,real,0.995
test/real_video/23.mp4,real,25,real,0.9999
test/real_video/23.mp4,real,50,real,0.9997
test/real_video/23.mp4,real,75,real,1.0
test/real_video/23.mp4,real,100,real,1.0
test/real_video/23.mp4,real,126,real,1.0
test/real_video/23.mp4,real,151,real,1.0
test/real_video/23.mp4,real,176,real,0.9995
test/real_video/23.mp4,real,201,real,1.0
test/real_video/23.mp4,real,226,real,0.9999
test/real_video/23.mp4,real,252,real,1.0
test/real_video/23.mp4,real,277,real,1.0
test/real_video/23.mp4,real,302,real,1.0
test/real_video/23.mp4,real,327,real,1.0
test/real_video/23.mp4,real,352,real,1.0
test/real_video/23.mp4,real,378,real,1.0
test/real_video/23.mp4,real,403,real,1.0
test/real_video/23.mp4,real,428,real,0.9997
test/real_video/23.mp4,real,453,real,1.0
test/real_video/23.mp4,real,479,real,1.0
test/real_video/24.mp4,real,0,spoof,0.5088
test/real_video/24.mp4,real,8,spoof,0.5503
test/real_video/24.mp4,real,16,spoof,0.6566
test/real_video/24.mp4,real,24,real,0.8907
test/real_video/24.mp4,real,33,real,0.8835
test/real_video/24.mp4,real,41,spoof,0.6755
test/real_video/24.mp4,real,49,spoof,0.5193
test/real_video/24.mp4,real,58,spoof,0.0335
test/real_video/24.mp4,real,66,spoof,0.0361
test/real_video/24.mp4,real,74,real,0.9837
test/real_video/24.mp4,real,83,real,0.9889
test/real_video/24.mp4,real,91,real,0.9833
test/real_video/24.mp4,real,99,real,0.999
test/real_video/24.mp4,real,108,real,0.9623
test/real_video/24.mp4,real,116,spoof,0.5605
test/real_video/24.mp4,real,124,spoof,0.5345
test/real_video/24.mp4,real,133,spoof,0.574
test/real_video/24.mp4,real,141,spoof,0.6571
test/real_video/24.mp4,real,149,spoof,0.4615
test/real_video/24.mp4,real,158,spoof,0.5349
test/real_video/25.mp4,real,0,real,0.9998
test/real_video/25.mp4,real,18,real,1.0
test/real_video/25.mp4,real,36,real,0.9999
test/real_video/25.mp4,real,54,real,1.0
test/real_video/25.mp4,real,72,real,0.9999
test/real_video/25.mp4,real,90,real,0.9999
test/real_video/25.mp4,real,108,real,0.9997
test/real_video/25.mp4,real,126,real,0.9811
test/real_video/25.mp4,real,144,spoof,0.7439
test/real_video/25.mp4,real,162,real,0.9585
test/real_video/25.mp4,real,180,real,0.9999
test/real_video/25.mp4,real,198,real,0.986
test/real_video/25.mp4,real,216,real,0.9437
test/real_video/25.mp4,real,234,spoof,0.6216
test/real_video/25.mp4,real,252,real,0.9987
test/real_video/25.mp4,real,270,real,1.0
test/real_video/25.mp4,real,288,real,0.9857
test/real_video/25.mp4,real,306,real,1.0
test/real_video/25.mp4,real,324,real,0.9994
test/real_video/25.mp4,real,342,real,0.9995
test/real_video/26.mp4,real,0,real,0.9934
test/real_video/26.mp4,real,8,real,0.9884
test/real_video/26.mp4,real,16,real,0.9946
test/real_video/26.mp4,real,25,real,0.9988
test/real_video/26.mp4,real,33,real,0.9932
test/real_video/26.mp4,real,41,real,0.9995
test/real_video/26.mp4,real,50,real,0.9996
test/real_video/26.mp4,real,58,real,0.9996
test/real_video/26.mp4,real,66,real,0.9996
test/real_video/26.mp4,real,75,real,0.9999
test/real_video/26.mp4,real,83,real,0.9954
test/real_video/26.mp4,real,92,real,0.978
test/real_video/26.mp4,real,100,real,0.9881
test/real_video/26.mp4,real,108,real,0.9997
test/real_video/26.mp4,real,117,real,0.9999
test/real_video/26.mp4,real,125,real,0.9997
test/real_video/26.mp4,real,133,real,0.9997
test/real_video/26.mp4,real,142,real,0.9989
test/real_video/26.mp4,real,150,real,0.9997
test/real_video/26.mp4,real,159,real,0.9997
test/real_video/27.mp4,real,0,real,1.0
test/real_video/27.mp4,real,10,real,0.9998
test/real_video/27.mp4,real,21,real,0.9999
test/real_video/27.mp4,real,31,real,1.0
test/real_video/27.mp4,real,42,real,0.9996
test/real_video/27.mp4,real,52,real,0.9998
test/real_video/27.mp4,real,63,real,0.9998
test/real_video/27.mp4,real,74,real,1.0
test/real_video/27.mp4,real,84,real,1.0
test/real_video/27.mp4,real,95,real,0.9999
test/real_video/27.mp4,real,105,real,1.0
test/real_video/27.mp4,real,116,real,0.9982
test/real_video/27.mp4,real,126,real,0.9988
test/real_video/27.mp4,real,137,real,0.9997
test/real_video/27.mp4,real,148,real,1.0
test/real_video/27.mp4,real,158,real,0.9998
test/real_video/27.mp4,real,169,real,0.9994
test/real_video/27.mp4,real,179,real,0.9987
test/real_video/27.mp4,real,190,real,0.9992
test/real_video/27.mp4,real,201,real,0.9999
test/real_video/28.mp4,real,0,real,0.995
test/real_video/28.mp4,real,23,real,0.9485
test/real_video/28.mp4,real,46,real,0.9208
test/real_video/28.mp4,real,69,spoof,0.805
test/real_video/28.mp4,real,92,real,0.9922
test/real_video/28.mp4,real,115,real,0.9926
test/real_video/28.mp4,real,138,real,0.9323
test/real_video/28.mp4,real,161,spoof,0.8297
test/real_video/28.mp4,real,184,real,0.9951
test/real_video/28.mp4,real,207,real,0.9876
test/real_video/28.mp4,real,230,real,0.8631
test/real_video/28.mp4,real,253,real,0.9778
test/real_video/28.mp4,real,276,real,0.9836
test/real_video/28.mp4,real,299,real,0.9933
test/real_video/28.mp4,real,322,real,0.9941
test/real_video/28.mp4,real,345,real,0.9913
test/real_video/28.mp4,real,368,real,0.9962
test/real_video/28.mp4,real,391,real,0.9922
test/real_video/28.mp4,real,414,real,0.992
test/real_video/28.mp4,real,438,real,0.9955
test/real_video/29.mp4,real,0,real,0.9998
test/real_video/29.mp4,real,10,real,1.0
test/real_video/29.mp4,real,20,real,0.9999
test/real_video/29.mp4,real,30,real,1.0
test/real_video/29.mp4,real,40,real,0.9999
test/real_video/29.mp4,real,50,real,1.0
test/real_video/29.mp4,real,60,real,0.9999
test/real_video/29.mp4,real,70,real,0.9958
test/real_video/29.mp4,real,80,real,0.9996
test/real_video/29.mp4,real,90,real,1.0
test/real_video/29.mp4,real,100,real,0.9994
test/real_video/29.mp4,real,110,real,0.9998
test/real_video/29.mp4,real,120,real,0.9996
test/real_video/29.mp4,real,130,real,0.9999
test/real_video/29.mp4,real,140,real,1.0
test/real_video/29.mp4,real,150,real,0.9987
test/real_video/29.mp4,real,160,real,0.999
test/real_video/29.mp4,real,170,real,1.0
test/real_video/29.mp4,real,180,real,1.0
test/real_video/29.mp4,real,191,real,1.0
test/real_video/3.mp4,real,0,real,0.9997
test/real_video/3.mp4,real,16,real,0.997
test/real_video/3.mp4,real,32,real,0.9994
test/real_video/3.mp4,real,48,real,0.9995
test/real_video/3.mp4,real,64,real,0.9986
test/real_video/3.mp4,real,80,real,0.9936
test/real_video/3.mp4,real,96,real,0.9996
test/real_video/3.mp4,real,113,real,1.0
test/real_video/3.mp4,real,129,real,1.0
test/real_video/3.mp4,real,145,real,0.9987
test/real_video/3.mp4,real,161,real,0.9983
test/real_video/3.mp4,real,177,real,0.9999
test/real_video/3.mp4,real,193,real,0.9998
test/real_video/3.mp4,real,210,real,0.9998
test/real_video/3.mp4,real,226,real,1.0
test/real_video/3.mp4,real,242,real,0.9994
test/real_video/3.mp4,real,258,real,0.9997
test/real_video/3.mp4,real,274,real,0.9998
test/real_video/3.mp4,real,290,real,0.9988
test/real_video/3.mp4,real,307,real,0.9998
test/real_video/30.mp4,real,0,real,0.9928
test/real_video/30.mp4,real,13,real,0.9973
test/real_video/30.mp4,real,26,real,0.9992
test/real_video/30.mp4,real,39,real,0.9991
test/real_video/30.mp4,real,52,real,0.9851
test/real_video/30.mp4,real,65,real,0.9969
test/real_video/30.mp4,real,78,real,0.9985
test/real_video/30.mp4,real,92,real,0.9954
test/real_video/30.mp4,real,105,real,0.9997
test/real_video/30.mp4,real,118,real,0.9893
test/real_video/30.mp4,real,131,real,0.9998
test/real_video/30.mp4,real,144,real,0.9975
test/real_video/30.mp4,real,157,spoof,0.6676
test/real_video/30.mp4,real,171,real,0.9503
test/real_video/30.mp4,real,184,real,0.9958
test/real_video/30.mp4,real,197,real,0.9993
test/real_video/30.mp4,real,210,real,0.9966
test/real_video/30.mp4,real,223,real,0.9957
test/real_video/30.mp4,real,236,real,0.9986
test/real_video/30.mp4,real,250,real,0.9966
test/real_video/31.mp4,real,0,real,0.9939
test/real_video/31.mp4,real,12,spoof,0.8406
test/real_video/31.mp4,real,25,real,0.9566
test/real_video/31.mp4,real,38,real,0.9088
test/real_video/31.mp4,real,51,real,0.9828
test/real_video/31.mp4,real,64,real,0.9995
test/real_video/31.mp4,real,77,real,0.9978
test/real_video/31.mp4,real,90,real,0.9983
test/real_video/31.mp4,real,103,real,0.9943
test/real_video/31.mp4,real,116,real,0.9995
test/real_video/31.mp4,real,128,real,0.9943
test/real_video/31.mp4,real,141,real,0.9975
test/real_video/31.mp4,real,154,real,0.9982
test/real_video/31.mp4,real,167,real,0.9901
test/real_video/31.mp4,real,180,real,0.9385
test/real_video/31.mp4,real,193,real,0.9968
test/real_video/31.mp4,real,206,real,0.9995
test/real_video/31.mp4,real,219,real,0.9997
test/real_video/31.mp4,real,232,real,0.999
test/real_video/31.mp4,real,245,real,0.9981
test/real_video/32.mp4,real,0,spoof,0.7245
test/real_video/32.mp4,real,11,spoof,0.775
test/real_video/32.mp4,real,23,spoof,0.6495
test/real_video/32.mp4,real,35,spoof,0.1593
test/real_video/32.mp4,real,47,spoof,0.1565
test/real_video/32.mp4,real,59,spoof,0.2011
test/real_video/32.mp4,real,71,real,0.994
test/real_video/32.mp4,real,83,real,0.9744
test/real_video/32.mp4,real,95,real,0.9986
test/real_video/32.mp4,real,107,real,0.9978
test/real_video/32.mp4,real,119,spoof,0.718
test/real_video/32.mp4,real,131,spoof,0.8424
test/real_video/32.mp4,real,143,spoof,0.5603
test/real_video/32.mp4,real,155,spoof,0.5581
test/real_video/32.mp4,real,167,spoof,0.5564
test/real_video/32.mp4,real,179,real,0.8968
test/real_video/32.mp4,real,191,spoof,0.7147
test/real_video/32.mp4,real,203,spoof,0.7402
test/real_video/32.mp4,real,215,spoof,0.7698
test/real_video/32.mp4,real,227,real,0.8556
test/real_video/33.mp4,real,0,real,0.999
test/real_video/33.mp4,real,13,real,0.9996
test/real_video/33.mp4,real,26,real,0.9999
test/real_video/33.mp4,real,39,real,0.9999
test/real_video/33.mp4,real,52,real,0.9995
test/real_video/33.mp4,real,66,real,0.9989
test/real_video/33.mp4,real,79,real,0.9993
test/real_video/33.mp4,real,92,real,0.9997
test/real_video/33.mp4,real,105,real,0.9998
test/real_video/33.mp4,real,118,real,0.9982
test/real_video/33.mp4,real,132,real,0.9983
test/real_video/33.mp4,real,145,real,0.9925
test/real_video/33.mp4,real,158,real,0.9976
test/real_video/33.mp4,real,171,real,0.9994
test/real_video/33.mp4,real,184,real,0.995
test/real_video/33.mp4,real,198,real,0.9978
test/real_video/33.mp4,real,211,no_face,
test/real_video/33.mp4,real,224,real,0.9977
test/real_video/33.mp4,real,237,real,0.9961
test/real_video/33.mp4,real,251,real,0.9988
test/real_video/34.mp4,real,0,spoof,0.7142
test/real_video/34.mp4,real,18,spoof,0.7786
test/real_video/34.mp4,real,36,real,0.8971
test/real_video/34.mp4,real,54,spoof,0.6608
test/real_video/34.mp4,real,73,spoof,0.7072
test/real_video/34.mp4,real,91,real,0.9389
test/real_video/34.mp4,real,109,spoof,0.4946
test/real_video/34.mp4,real,127,real,0.9832
test/real_video/34.mp4,real,146,real,0.9088
test/real_video/34.mp4,real,164,spoof,0.8014
test/real_video/34.mp4,real,182,spoof,0.5923
test/real_video/34.mp4,real,200,spoof,0.6531
test/real_video/34.mp4,real,219,real,0.9181
test/real_video/34.mp4,real,237,spoof,0.5022
test/real_video/34.mp4,real,255,spoof,0.5727
test/real_video/34.mp4,real,273,spoof,0.8476
test/real_video/34.mp4,real,292,spoof,0.7098
test/real_video/34.mp4,real,310,real,0.9716
test/real_video/34.mp4,real,328,spoof,0.733
test/real_video/34.mp4,real,347,spoof,0.7851
test/real_video/35.mp4,real,0,real,0.9998
test/real_video/35.mp4,real,24,real,0.9998
test/real_video/35.mp4,real,48,real,0.9998
test/real_video/35.mp4,real,73,real,0.977
test/real_video/35.mp4,real,97,real,0.9998
test/real_video/35.mp4,real,122,real,0.9999
test/real_video/35.mp4,real,146,real,0.9991
test/real_video/35.mp4,real,171,real,0.9985
test/real_video/35.mp4,real,195,real,0.9882
test/real_video/35.mp4,real,220,real,0.9962
test/real_video/35.mp4,real,244,real,0.9981
test/real_video/35.mp4,real,269,real,1.0
test/real_video/35.mp4,real,293,real,0.9999
test/real_video/35.mp4,real,318,real,0.9999
test/real_video/35.mp4,real,342,real,0.9999
test/real_video/35.mp4,real,367,real,0.9997
test/real_video/35.mp4,real,391,real,0.9991
test/real_video/35.mp4,real,416,real,0.9996
test/real_video/35.mp4,real,440,real,0.9999
test/real_video/35.mp4,real,465,real,0.9998
test/real_video/36.mp4,real,0,spoof,0.6157
test/real_video/36.mp4,real,12,spoof,0.5167
test/real_video/36.mp4,real,25,spoof,0.4739
